Date,Product Category,Product Name,Region,Sales Revenue (USD),Units Sold,Customer Segment,Customer Type,Customer Satisfaction,Marketing Spend (USD),Discount Percentage (%),Competitor Influence,Return Rate (%),AI/ML Adoption Rate (%),Ad Campaign Effectiveness,Customer Retention Rate (%),Product Launch Date,Competitor Product,Market Share (%)
2015-01-28,Data Center,Tesla V100,APAC,567482.37,1120,Educational Institutions,Individual,4.0,159504.79,0.0,Medium,2.61,25.0,0.14,58.0,2003-11-04,AMD Radeon RX 7900,51.02
2012-02-09,AI,RTX 4090,Europe,1315504.49,1631,Gamers,Individual,3.3,110332.06,3.0,Medium,0.32,39.0,0.19,52.0,2018-11-09,AMD Radeon RX 6800,69.83
2006-05-03,Data Center,RTX 4090,North America,1370191.49,828,Educational Institutions,Business,4.3,130008.72,20.0,High,4.92,49.0,0.09,78.0,1996-06-13,Intel Xeon,59.68
2015-10-29,OEM,RTX 4090,South America,924500.15,3361,Educational Institutions,Individual,3.9,179787.69,18.0,Medium,1.89,11.0,0.06,59.0,1996-10-16,Google TPU,30.44
2020-03-04,Data Center,RTX 4090,Middle East,478476.72,676,Gamers,Individual,3.9,33854.29,10.0,Medium,1.26,77.0,0.13,90.0,2002-06-20,Intel Xeon,38.96
1996-02-02,Gaming,Quadro P2200,Europe,1490185.55,4316,AI Researchers,Individual,3.8,104899.78,19.0,Medium,3.31,73.0,0.16,70.0,2004-03-19,AMD Radeon RX 7900,59.89
2008-05-27,OEM,RTX 4090,Europe,1922601.24,1134,Cloud Providers,Business,2.3,180045.03,1.0,Medium,4.35,10.0,0.25,63.0,2019-08-30,Google TPU,56.37
2012-04-05,Data Center,Tesla V100,Europe,144894.55,2292,Gamers,Individual,2.7,122043.36,25.0,Medium,1.59,38.0,0.09,64.0,2005-11-24,AMD Radeon RX 6800,30.15
2009-03-29,Gaming,Tesla V100,Europe,598688.08,1705,AI Researchers,Business,1.2,97943.76,24.0,Low,1.21,50.0,0.17,59.0,2023-02-06,Intel Xeon,69.69
2006-11-16,OEM,Quadro P2200,South America,413156.22,1118,Gamers,Business,3.9,165938.8,19.0,Low,3.57,63.0,0.28,77.0,2018-07-24,Google TPU,39.28
1996-07-24,OEM,Tesla T4,Europe,1536481.82,1647,AI Researchers,Individual,3.3,97496.05,15.0,High,3.76,86.0,0.16,63.0,1995-03-01,AMD Radeon RX 6800,51.21
2008-11-08,Data Center,Quadro P2200,North America,467825.03,4325,Cloud Providers,Business,4.2,26408.45,20.0,High,0.39,49.0,0.19,88.0,1997-02-08,Google TPU,32.39
2017-06-15,Gaming,Tesla V100,North America,1571832.66,4235,Gamers,Individual,1.3,114809.46,25.0,Low,4.75,66.0,0.29,90.0,2016-02-13,AMD Radeon RX 6800,41.36
2020-12-18,Data Center,Tesla T4,Africa,901553.21,1864,Educational Institutions,Individual,4.7,176537.56,23.0,Medium,2.0,80.0,0.15,79.0,2012-10-06,AMD Radeon RX 7900,42.54
1994-04-29,Data Center,Tesla V100,Africa,518899.1,1766,Educational Institutions,Business,4.2,138651.61,0.0,High,3.86,20.0,0.15,66.0,2012-12-27,Intel Xeon,60.75
2000-04-25,Gaming,RTX 3080,Africa,1449088.55,1870,Educational Institutions,Individual,1.5,93288.4,5.0,High,3.77,61.0,0.13,63.0,2020-06-22,Google TPU,57.23
1997-09-23,Data Center,Quadro P2200,Europe,230909.74,4488,Gamers,Individual,1.7,78784.04,9.0,Low,2.78,46.0,0.22,63.0,2021-02-20,AMD Radeon RX 7900,39.51
2010-11-08,OEM,Tesla T4,South America,1364324.43,2109,Cloud Providers,Individual,1.9,83361.55,16.0,High,1.07,68.0,0.18,75.0,1993-11-10,AMD Radeon RX 6800,42.38
2003-05-05,AI,Tesla V100,Africa,1721316.31,1693,Educational Institutions,Business,2.4,80793.06,22.0,Low,2.49,50.0,0.23,58.0,2019-09-13,Intel Xeon,57.04
2022-09-01,Gaming,Tesla V100,Europe,1465899.97,4831,AI Researchers,Business,3.5,19595.65,12.0,Low,2.3,48.0,0.2,72.0,2003-04-14,Intel Xeon,61.47
2021-08-18,Data Center,Tesla V100,APAC,384997.23,1161,AI Researchers,Individual,2.4,174343.85,7.0,High,3.7,46.0,0.21,66.0,1998-05-29,Intel Xeon,60.08
2012-09-28,OEM,Quadro P2200,South America,81883.28,4486,Gamers,Business,1.1,51004.96,25.0,Medium,4.65,47.0,0.25,82.0,2019-08-11,Intel Xeon,59.98
2002-12-29,Gaming,RTX 3080,South America,1245479.48,3948,Gamers,Business,1.6,72634.06,25.0,Medium,1.1,38.0,0.18,62.0,2018-04-30,AMD Radeon RX 6800,46.28
1996-04-24,Data Center,RTX 3080,Middle East,361143.9,4807,AI Researchers,Business,2.6,36818.98,8.0,Medium,3.78,15.0,0.13,57.0,2015-05-13,AMD Radeon RX 6800,50.78
2016-02-01,AI,Tesla V100,Europe,1061756.65,3770,Gamers,Individual,4.4,92428.64,24.0,Low,4.66,80.0,0.22,50.0,2006-08-31,AMD Radeon RX 6800,32.68
1995-02-15,Data Center,Tesla T4,Middle East,1429912.22,2893,Educational Institutions,Business,3.6,121910.31,20.0,High,0.3,80.0,0.17,72.0,2005-02-04,AMD Radeon RX 6800,50.7
2004-06-24,Gaming,RTX 3080,North America,861389.02,1381,AI Researchers,Business,2.4,126633.17,11.0,Medium,1.99,82.0,0.21,57.0,2011-01-16,Google TPU,66.99
2002-11-01,Gaming,RTX 4090,South America,204359.99,1437,Gamers,Individual,4.7,193542.52,7.0,High,0.33,53.0,0.25,78.0,2007-05-07,AMD Radeon RX 7900,40.96
2000-09-01,AI,Tesla V100,Europe,597704.78,3220,AI Researchers,Business,1.8,139781.7,5.0,Low,0.74,82.0,0.19,83.0,2023-09-18,Google TPU,65.83
2005-05-31,Data Center,Quadro P2200,North America,651466.33,4692,Gamers,Business,4.4,131569.55,9.0,High,3.75,35.0,0.18,71.0,2000-08-02,Intel Xeon,37.95
2011-05-22,AI,Tesla V100,Africa,854626.82,4892,Gamers,Individual,2.0,53881.29,8.0,Low,0.38,58.0,0.16,53.0,2009-08-04,AMD Radeon RX 6800,57.89
2024-07-02,Data Center,RTX 4090,Middle East,1042123.47,3682,Cloud Providers,Individual,4.3,90626.31,25.0,Low,0.92,66.0,0.17,76.0,1997-11-05,AMD Radeon RX 7900,63.14
1999-11-09,Gaming,Quadro P2200,APAC,440245.39,2049,Gamers,Business,3.9,125296.33,14.0,Low,4.27,29.0,0.22,77.0,2022-08-01,Intel Xeon,40.85
2017-11-30,Data Center,RTX 3080,Africa,430451.84,2822,Gamers,Business,1.1,59181.81,12.0,Low,0.68,39.0,0.28,63.0,2019-12-20,Intel Xeon,52.62
2015-11-15,Gaming,RTX 3080,APAC,1139686.49,4167,Educational Institutions,Individual,3.3,23281.81,7.0,High,1.01,87.0,0.05,61.0,2008-05-17,Intel Xeon,35.64
2002-02-12,Data Center,Tesla T4,South America,1048829.7,3712,Cloud Providers,Individual,3.7,95965.23,6.0,Medium,1.15,85.0,0.3,82.0,2003-06-10,AMD Radeon RX 6800,53.95
1999-08-05,Data Center,Quadro P2200,North America,67388.11,1168,Gamers,Individual,4.7,100244.29,3.0,Low,1.02,78.0,0.1,62.0,2001-01-15,AMD Radeon RX 6800,54.79
2005-04-18,OEM,Tesla V100,Europe,701719.03,3899,Cloud Providers,Business,1.9,68222.19,21.0,High,4.59,43.0,0.08,55.0,1996-05-12,AMD Radeon RX 7900,64.37
2020-01-06,Data Center,RTX 4090,Middle East,297051.94,3742,Educational Institutions,Individual,3.9,119854.43,16.0,Medium,4.82,26.0,0.23,60.0,2021-04-01,AMD Radeon RX 6800,50.89
2017-05-26,OEM,RTX 4090,Middle East,341973.56,2207,Educational Institutions,Business,3.6,112780.4,18.0,Medium,3.29,76.0,0.21,75.0,2017-05-27,AMD Radeon RX 6800,54.93
1994-06-03,Gaming,Tesla V100,Europe,889203.32,4945,Cloud Providers,Individual,1.6,75158.52,13.0,High,3.27,60.0,0.28,62.0,1999-09-02,Intel Xeon,55.17
2016-02-19,AI,Tesla T4,Europe,828871.97,4366,AI Researchers,Business,3.3,28968.91,18.0,Medium,0.54,24.0,0.09,89.0,2016-02-15,Google TPU,67.62
2012-10-15,OEM,RTX 3080,South America,1064018.89,3960,AI Researchers,Individual,1.7,141578.01,17.0,Medium,4.95,17.0,0.29,69.0,2001-07-17,AMD Radeon RX 7900,49.36
2009-10-17,Gaming,Tesla V100,Africa,1347879.09,3561,Gamers,Business,1.1,103758.36,6.0,High,0.4,27.0,0.06,70.0,2006-01-23,Intel Xeon,31.83
1996-10-01,OEM,Tesla T4,APAC,1291771.49,2002,Gamers,Business,2.5,52082.02,2.0,High,0.61,81.0,0.17,74.0,2004-10-21,AMD Radeon RX 6800,43.6
2018-12-06,OEM,Quadro P2200,Middle East,1072736.95,4934,Educational Institutions,Individual,4.8,50582.0,16.0,High,4.06,45.0,0.05,53.0,2004-05-02,Google TPU,38.7
2012-12-15,OEM,RTX 4090,Africa,387459.83,3088,Gamers,Individual,4.0,181646.15,21.0,Medium,3.59,67.0,0.13,63.0,2016-03-04,AMD Radeon RX 6800,41.45
1997-10-08,OEM,Tesla T4,APAC,120073.09,1141,Gamers,Business,4.3,47387.3,15.0,Medium,3.12,80.0,0.12,70.0,1998-08-11,AMD Radeon RX 7900,56.98
2019-05-16,Gaming,Quadro P2200,North America,1952055.56,3079,Gamers,Business,2.4,171087.09,5.0,Low,3.26,58.0,0.14,53.0,2005-01-27,AMD Radeon RX 7900,41.7
2014-03-29,Data Center,Tesla V100,Middle East,1736887.22,3782,Educational Institutions,Business,3.3,84103.8,14.0,Low,3.83,51.0,0.24,81.0,2006-07-15,Intel Xeon,57.82
2010-02-23,AI,Tesla T4,North America,1514995.52,205,AI Researchers,Business,4.6,186679.09,24.0,Medium,2.81,58.0,0.25,54.0,2008-12-08,Intel Xeon,34.72
2018-08-07,AI,RTX 4090,Africa,890384.35,1776,Gamers,Individual,3.0,10967.09,1.0,Medium,4.1,54.0,0.13,51.0,2014-02-25,AMD Radeon RX 6800,47.59
2013-03-09,Gaming,RTX 3080,South America,379001.6,2349,Cloud Providers,Individual,3.4,66669.76,2.0,Low,1.39,31.0,0.28,67.0,2013-03-05,Intel Xeon,32.71
2002-12-04,Data Center,Tesla T4,Europe,1877902.63,1692,Educational Institutions,Business,4.5,196081.32,20.0,High,2.15,46.0,0.13,53.0,2009-12-05,Intel Xeon,50.07
2005-12-19,Gaming,Quadro P2200,South America,1367385.66,2793,Cloud Providers,Individual,3.7,23791.95,22.0,Medium,3.46,70.0,0.08,69.0,2004-11-21,Intel Xeon,50.2
2004-11-03,Data Center,RTX 4090,Europe,82554.43,557,AI Researchers,Individual,4.8,170374.08,13.0,High,4.31,44.0,0.05,75.0,2003-03-03,AMD Radeon RX 7900,69.71
2008-10-23,AI,RTX 3080,North America,88521.86,1086,Gamers,Individual,1.2,94924.47,21.0,Low,4.61,69.0,0.19,84.0,2019-12-24,AMD Radeon RX 7900,47.04
2012-12-17,AI,Tesla T4,Middle East,780635.21,4078,Cloud Providers,Individual,4.5,26287.73,5.0,Medium,3.93,78.0,0.12,55.0,2005-05-29,AMD Radeon RX 7900,56.55
2002-03-23,AI,Quadro P2200,North America,1951201.01,3013,Cloud Providers,Individual,2.6,169671.97,2.0,Low,1.98,23.0,0.11,62.0,1993-05-11,AMD Radeon RX 6800,52.88
2021-12-18,OEM,Tesla T4,APAC,204229.76,1479,AI Researchers,Individual,3.5,48182.17,14.0,High,0.35,63.0,0.23,90.0,2023-04-19,AMD Radeon RX 7900,55.2
2010-02-15,Data Center,RTX 3080,South America,1838708.26,4821,Educational Institutions,Individual,1.3,36835.38,1.0,Low,2.66,48.0,0.26,64.0,2009-11-21,Intel Xeon,63.87
1993-09-02,AI,RTX 4090,South America,316170.86,3899,Gamers,Business,1.1,82379.09,19.0,High,4.91,12.0,0.09,50.0,2002-05-22,Intel Xeon,36.5
2006-02-18,Data Center,RTX 3080,South America,51833.52,1038,Educational Institutions,Individual,2.3,173385.24,21.0,High,1.42,84.0,0.11,86.0,2005-03-15,Google TPU,34.2
2015-12-27,OEM,Quadro P2200,Middle East,1192934.58,1955,AI Researchers,Business,3.1,181829.93,7.0,Low,4.83,28.0,0.07,62.0,1994-11-22,AMD Radeon RX 6800,59.2
2011-08-16,Data Center,RTX 3080,Africa,508351.24,1266,Gamers,Individual,4.0,49923.69,24.0,Low,3.55,80.0,0.25,75.0,2001-12-18,Intel Xeon,59.6
2000-11-18,OEM,Tesla T4,Europe,1152205.17,361,AI Researchers,Business,3.0,46679.44,18.0,Medium,4.71,20.0,0.17,62.0,1998-12-20,Google TPU,39.51
1999-12-29,Data Center,RTX 4090,Middle East,195534.41,1547,Cloud Providers,Business,5.0,78336.93,17.0,Low,2.88,18.0,0.27,61.0,2023-03-15,AMD Radeon RX 6800,34.99
2013-02-11,AI,RTX 4090,Europe,125228.95,3058,Gamers,Individual,1.6,161619.13,6.0,Medium,1.41,40.0,0.08,78.0,2007-04-18,AMD Radeon RX 6800,58.43
1998-10-24,AI,RTX 3080,Africa,757611.64,4189,AI Researchers,Individual,2.0,12236.05,10.0,High,0.52,29.0,0.2,85.0,2003-04-21,Intel Xeon,59.34
2001-09-25,OEM,Quadro P2200,North America,646128.01,1140,Cloud Providers,Individual,3.2,37016.5,22.0,High,0.23,62.0,0.25,72.0,2024-04-07,Google TPU,32.12
2021-04-30,OEM,RTX 3080,Europe,1231058.04,402,AI Researchers,Individual,3.5,94630.43,16.0,High,0.87,40.0,0.1,74.0,2009-04-26,Intel Xeon,52.33
2023-01-26,AI,Tesla T4,Middle East,1911691.88,2998,Educational Institutions,Individual,4.7,41798.42,19.0,Medium,1.57,54.0,0.05,60.0,2019-10-13,Google TPU,36.33
2004-08-02,OEM,Quadro P2200,APAC,1845299.91,1207,AI Researchers,Individual,1.3,157483.67,25.0,Medium,2.36,78.0,0.07,66.0,1997-01-01,Intel Xeon,67.13
2021-06-14,Data Center,Tesla T4,Africa,741840.15,676,AI Researchers,Individual,4.2,61244.0,17.0,Low,3.04,30.0,0.07,66.0,2007-11-03,Intel Xeon,39.43
1993-12-10,OEM,Quadro P2200,Africa,1076755.05,884,AI Researchers,Business,1.3,159232.22,4.0,High,1.94,83.0,0.09,69.0,2000-01-05,Intel Xeon,38.67
1994-05-30,Gaming,Tesla T4,Middle East,1695263.7,4665,AI Researchers,Individual,4.5,91731.42,20.0,Medium,0.78,75.0,0.26,64.0,2000-08-20,AMD Radeon RX 6800,41.78
1993-09-18,AI,Tesla T4,South America,1847256.88,3785,Cloud Providers,Individual,2.4,86860.5,10.0,Low,0.12,88.0,0.12,78.0,2003-08-20,AMD Radeon RX 7900,59.74
2014-12-25,AI,Quadro P2200,APAC,1112415.41,1640,AI Researchers,Individual,3.2,121733.56,7.0,Low,4.33,67.0,0.11,62.0,2004-04-20,AMD Radeon RX 6800,38.7
1998-08-04,OEM,RTX 4090,South America,623870.31,2686,Cloud Providers,Individual,3.0,87535.15,6.0,High,1.48,52.0,0.09,67.0,2017-02-01,Google TPU,49.98
2000-08-17,AI,Quadro P2200,Africa,1259426.24,1866,Cloud Providers,Individual,4.9,166417.9,22.0,High,0.33,72.0,0.1,79.0,2002-05-11,Google TPU,42.96
1996-08-27,OEM,Quadro P2200,Europe,1047623.04,4808,Gamers,Individual,3.4,65135.8,12.0,Low,2.86,53.0,0.14,65.0,2024-09-02,Intel Xeon,37.89
2002-04-24,OEM,Quadro P2200,North America,535633.83,3631,Educational Institutions,Business,2.5,155344.45,5.0,Medium,1.26,69.0,0.09,62.0,2002-11-24,Google TPU,46.92
2005-02-05,OEM,RTX 4090,North America,1347749.19,1707,Educational Institutions,Business,1.3,63573.89,7.0,Low,3.17,36.0,0.12,58.0,2003-03-13,AMD Radeon RX 6800,45.57
2008-11-12,Data Center,Tesla V100,APAC,1497474.42,3228,Educational Institutions,Individual,1.8,123371.29,10.0,Low,3.08,47.0,0.12,67.0,2016-10-25,Google TPU,41.51
1997-01-17,AI,RTX 3080,North America,236426.06,4047,Cloud Providers,Business,2.4,137340.25,24.0,Low,3.56,50.0,0.24,89.0,2007-04-24,Intel Xeon,35.47
2012-02-01,OEM,Quadro P2200,Africa,519855.45,1883,Educational Institutions,Individual,4.1,89335.58,17.0,Low,4.71,70.0,0.11,85.0,1997-03-26,Intel Xeon,66.48
2018-12-02,AI,Tesla T4,Europe,1877178.7,3945,Educational Institutions,Business,1.7,179047.51,18.0,Medium,0.61,80.0,0.17,60.0,2018-12-02,AMD Radeon RX 7900,32.97
2002-04-23,OEM,Quadro P2200,Middle East,935917.66,2873,AI Researchers,Business,4.9,80603.97,24.0,High,2.87,87.0,0.28,68.0,2001-03-06,AMD Radeon RX 7900,67.53
1998-03-16,Gaming,Tesla V100,Europe,173389.65,1030,Educational Institutions,Business,1.1,16385.77,19.0,Medium,3.08,35.0,0.16,56.0,2021-05-25,Intel Xeon,66.98
2002-06-27,Gaming,RTX 3080,Middle East,1798592.02,219,Cloud Providers,Individual,4.2,145817.6,11.0,Medium,1.65,90.0,0.24,88.0,1999-02-07,AMD Radeon RX 6800,36.68
2000-02-09,Data Center,Tesla V100,Middle East,1278557.61,2127,Gamers,Individual,3.4,158325.16,1.0,Medium,3.79,29.0,0.28,50.0,2013-06-23,Intel Xeon,67.83
2014-09-29,AI,Tesla T4,South America,1053511.87,2221,Cloud Providers,Business,4.1,188266.76,7.0,High,1.82,31.0,0.07,53.0,2008-04-03,AMD Radeon RX 6800,55.6
2023-06-13,Gaming,Quadro P2200,Africa,1309679.64,4538,AI Researchers,Business,1.3,69669.22,24.0,Medium,0.65,80.0,0.08,60.0,2013-10-12,Intel Xeon,43.8
2019-10-04,Gaming,RTX 4090,North America,536175.31,1868,Cloud Providers,Business,3.8,59929.77,9.0,High,2.78,24.0,0.1,69.0,2016-09-09,AMD Radeon RX 6800,63.94
2001-04-22,Data Center,RTX 4090,APAC,1579028.22,2876,Gamers,Individual,4.9,151521.14,24.0,Low,3.14,88.0,0.22,80.0,2024-07-17,AMD Radeon RX 7900,66.45
2024-02-21,Gaming,RTX 4090,South America,902597.11,1100,AI Researchers,Individual,4.0,61695.16,10.0,Low,3.28,26.0,0.21,59.0,1996-05-09,AMD Radeon RX 6800,35.01
2023-07-05,AI,Quadro P2200,APAC,1999647.74,1545,AI Researchers,Individual,4.1,164163.59,14.0,Low,2.52,28.0,0.1,57.0,1998-04-24,Intel Xeon,48.81
2023-08-23,Gaming,Quadro P2200,APAC,1712713.44,2343,Cloud Providers,Individual,3.1,160392.55,8.0,High,2.03,24.0,0.15,90.0,2023-05-05,Google TPU,47.7
2006-07-08,OEM,Tesla V100,South America,1542884.4,2008,Educational Institutions,Business,2.5,74611.86,0.0,Medium,3.5,48.0,0.18,77.0,2012-06-02,AMD Radeon RX 6800,55.02
2022-10-23,OEM,Tesla V100,Europe,366516.86,4139,Gamers,Individual,2.9,22138.29,9.0,High,2.64,72.0,0.28,85.0,1996-07-20,Google TPU,68.54
2010-08-23,Data Center,RTX 4090,APAC,393775.29,3437,Educational Institutions,Individual,2.2,101837.4,20.0,Medium,3.85,26.0,0.16,70.0,2003-03-13,AMD Radeon RX 6800,30.37
2015-09-02,Data Center,RTX 4090,North America,1179841.57,4386,AI Researchers,Individual,2.9,149339.91,15.0,Medium,1.54,11.0,0.07,89.0,2017-08-11,Intel Xeon,53.79
2003-11-24,OEM,RTX 4090,North America,1906645.8,2311,AI Researchers,Individual,4.4,181605.98,20.0,Medium,1.19,73.0,0.17,57.0,2011-07-27,Google TPU,63.34
2004-07-20,Gaming,Quadro P2200,North America,1891478.55,4256,Gamers,Individual,4.8,176002.94,21.0,Low,0.15,81.0,0.25,78.0,2003-09-30,Intel Xeon,32.36
2012-08-07,AI,RTX 3080,North America,1338110.45,3835,Cloud Providers,Business,1.8,147302.65,4.0,Low,4.66,34.0,0.22,75.0,2005-12-27,Intel Xeon,34.32
2009-06-18,Data Center,Quadro P2200,APAC,922021.32,2933,AI Researchers,Individual,3.5,146462.64,14.0,Medium,0.36,48.0,0.11,54.0,2015-10-11,Intel Xeon,50.48
1995-04-09,Data Center,Quadro P2200,Middle East,758430.83,4677,Educational Institutions,Individual,3.4,180876.16,17.0,Low,2.84,15.0,0.19,76.0,2017-09-14,Google TPU,69.42
1994-08-12,Data Center,RTX 4090,Europe,127191.07,3901,AI Researchers,Individual,4.6,151795.96,4.0,Low,1.73,50.0,0.11,72.0,2008-06-29,AMD Radeon RX 6800,54.03
1999-03-08,AI,Tesla V100,South America,93189.55,4030,Cloud Providers,Business,3.1,17465.0,14.0,High,2.75,84.0,0.13,87.0,2011-12-19,Google TPU,60.53
2013-03-11,Data Center,RTX 4090,South America,53798.85,3678,Educational Institutions,Business,3.8,18756.33,16.0,Low,3.62,90.0,0.08,69.0,2023-11-19,AMD Radeon RX 6800,61.65
1996-11-21,Data Center,RTX 4090,Africa,1254552.8,1767,Gamers,Individual,1.0,92428.91,24.0,Medium,3.04,35.0,0.14,89.0,2011-06-23,AMD Radeon RX 7900,35.21
1993-06-02,Gaming,Quadro P2200,Europe,1802679.1,1761,Cloud Providers,Business,2.0,38927.15,1.0,Medium,1.64,75.0,0.13,59.0,2003-06-22,Google TPU,63.29
2014-12-20,Data Center,Tesla V100,North America,882491.11,116,Cloud Providers,Individual,1.1,85233.57,19.0,Medium,1.25,24.0,0.08,65.0,2017-06-12,AMD Radeon RX 6800,65.0
2002-12-21,OEM,Tesla V100,South America,115687.82,4979,Educational Institutions,Individual,2.1,175988.73,3.0,High,2.46,54.0,0.07,75.0,1994-12-22,Intel Xeon,65.56
2023-03-14,Gaming,Quadro P2200,Africa,694117.17,402,AI Researchers,Business,2.0,152122.87,19.0,High,4.73,35.0,0.19,67.0,2019-11-22,AMD Radeon RX 6800,37.79
2008-05-25,AI,Quadro P2200,Africa,1987993.09,3297,Cloud Providers,Business,1.4,156653.4,24.0,High,2.95,76.0,0.26,83.0,2019-05-14,Intel Xeon,45.5
2021-08-10,Gaming,Tesla V100,South America,1982676.64,4244,Cloud Providers,Business,4.3,178890.61,13.0,Low,0.16,45.0,0.12,71.0,2011-01-22,Google TPU,67.78
2005-08-10,Gaming,RTX 3080,South America,925764.08,4802,Educational Institutions,Business,2.2,73148.38,19.0,Medium,0.18,62.0,0.28,56.0,1997-03-31,Intel Xeon,53.56
2009-04-05,AI,RTX 4090,APAC,536558.67,2183,Educational Institutions,Individual,1.4,47496.16,12.0,Low,0.92,31.0,0.18,90.0,2002-01-27,Google TPU,66.24
2009-07-31,Gaming,RTX 4090,Middle East,1232716.87,560,Cloud Providers,Individual,2.0,75750.46,23.0,Medium,4.32,30.0,0.19,53.0,2012-12-13,Intel Xeon,68.34
2019-11-05,AI,RTX 4090,Europe,1989536.03,4520,Gamers,Individual,1.2,186702.65,16.0,Medium,4.38,29.0,0.14,53.0,1996-01-30,AMD Radeon RX 7900,65.03
2021-01-22,Data Center,RTX 3080,Europe,674938.49,1915,AI Researchers,Business,2.4,132355.68,22.0,High,2.53,76.0,0.28,80.0,2010-01-12,AMD Radeon RX 7900,67.44
2017-05-21,Data Center,RTX 4090,South America,1000916.34,982,Cloud Providers,Individual,2.7,178475.63,17.0,Low,1.98,64.0,0.22,59.0,2020-03-24,AMD Radeon RX 7900,30.92
2002-08-10,OEM,Quadro P2200,APAC,1311466.27,2055,Cloud Providers,Individual,2.4,191308.2,6.0,Medium,2.61,50.0,0.14,82.0,1996-07-30,AMD Radeon RX 6800,30.18
2008-10-17,Data Center,Quadro P2200,South America,1202512.69,2364,Gamers,Individual,1.9,21428.1,3.0,Low,0.68,76.0,0.06,73.0,2001-04-28,Google TPU,69.57
2015-01-24,Gaming,Tesla T4,APAC,328763.48,357,Cloud Providers,Business,2.9,194982.59,4.0,High,0.33,66.0,0.22,62.0,2024-07-03,AMD Radeon RX 6800,51.85
2007-10-27,Gaming,Tesla T4,Europe,430203.57,3669,Gamers,Business,2.0,133537.93,18.0,High,0.65,68.0,0.13,53.0,2010-04-26,Intel Xeon,45.93
2010-03-27,OEM,Tesla V100,APAC,62678.23,4191,Gamers,Individual,1.4,47238.25,20.0,Low,2.77,87.0,0.09,66.0,2011-11-21,AMD Radeon RX 7900,35.55
1993-09-17,OEM,RTX 3080,Middle East,1740003.27,2225,AI Researchers,Individual,3.3,132525.36,3.0,High,3.64,89.0,0.27,70.0,2019-11-15,AMD Radeon RX 6800,31.49
2011-07-15,AI,Tesla V100,North America,1227742.81,3268,Gamers,Business,3.9,145933.82,3.0,Low,2.52,26.0,0.07,71.0,2013-04-03,AMD Radeon RX 6800,60.44
2009-08-05,Data Center,Tesla T4,APAC,647199.33,3447,Gamers,Business,4.4,140035.45,5.0,High,4.17,39.0,0.07,89.0,1997-02-20,AMD Radeon RX 6800,67.62
2008-07-18,OEM,Tesla V100,Europe,1239380.92,4126,AI Researchers,Individual,1.7,57401.15,6.0,High,3.8,29.0,0.12,77.0,2006-01-09,Google TPU,53.38
2007-10-16,Data Center,RTX 4090,Middle East,1682017.27,2638,Cloud Providers,Individual,3.8,142631.61,18.0,High,3.86,48.0,0.23,54.0,1995-09-04,AMD Radeon RX 6800,58.25
2020-10-30,AI,Quadro P2200,APAC,602951.39,1019,Educational Institutions,Business,1.5,185598.52,19.0,Low,1.68,64.0,0.24,86.0,2000-08-10,Intel Xeon,39.52
1997-11-13,OEM,Tesla T4,Africa,93699.81,4577,AI Researchers,Individual,4.4,131140.21,12.0,High,0.39,84.0,0.05,55.0,2020-08-15,AMD Radeon RX 7900,58.39
2015-11-15,OEM,RTX 4090,South America,984650.2,2416,Cloud Providers,Individual,2.3,50357.54,14.0,Low,0.33,56.0,0.29,82.0,2008-03-03,AMD Radeon RX 7900,59.82
2006-01-13,Data Center,Tesla V100,APAC,1119540.94,3682,Educational Institutions,Business,1.3,151114.69,25.0,High,2.07,82.0,0.26,77.0,2009-11-30,AMD Radeon RX 6800,34.33
1996-05-12,Gaming,RTX 3080,South America,668862.14,1719,Cloud Providers,Individual,3.9,159885.72,11.0,Medium,0.66,21.0,0.2,60.0,2007-06-03,Intel Xeon,57.42
2010-01-12,OEM,RTX 3080,Africa,59763.93,4217,Educational Institutions,Business,2.6,134968.6,16.0,Low,1.89,85.0,0.24,70.0,2005-06-29,Intel Xeon,31.65
2000-06-12,Data Center,RTX 3080,APAC,1937920.64,3716,Cloud Providers,Business,3.2,74293.5,13.0,Low,0.6,41.0,0.2,83.0,2014-04-10,AMD Radeon RX 6800,61.27
2023-08-29,Data Center,RTX 4090,Europe,666607.45,4118,Educational Institutions,Individual,4.4,108087.74,7.0,Medium,4.84,18.0,0.13,80.0,2018-08-12,AMD Radeon RX 7900,45.37
2021-01-03,AI,Tesla V100,North America,744858.67,4800,Gamers,Individual,1.1,171917.64,21.0,Low,0.15,21.0,0.1,69.0,1993-08-06,Intel Xeon,31.95
1998-08-26,OEM,Tesla V100,North America,1011426.72,4806,Cloud Providers,Business,2.8,128571.79,5.0,Medium,1.02,68.0,0.18,77.0,1998-07-31,Intel Xeon,57.62
2022-10-18,AI,Tesla T4,Africa,1188460.38,156,Educational Institutions,Individual,1.5,171701.31,0.0,Medium,3.45,39.0,0.26,57.0,1994-12-05,Intel Xeon,61.85
2018-07-24,AI,Tesla V100,Europe,127974.33,140,AI Researchers,Business,4.4,180054.48,7.0,Low,3.19,20.0,0.07,89.0,1998-01-09,Google TPU,33.84
2022-01-13,Gaming,RTX 3080,South America,754438.27,1376,AI Researchers,Business,5.0,147975.25,19.0,High,4.17,51.0,0.26,73.0,2021-10-04,AMD Radeon RX 6800,46.98
